,text,symp,label
902,"My sense of balance has deteriorated, and I've fallen several times.",symptom,0
903,I've been dealing with a persistent swelling and redness in my eyelid.,symptom,0
904,"The feeling of soft moss underfoot as you hike through a serene forest, with dappled sunlight above.",None,1
905,"I've noticed changes in my urine temperature, and it's becoming warmer than usual.",symptom,0
906,The taste of exotic spices in international cuisine is a culinary delight.,None,1
907,"I talked about my favorite hobbies, such as painting and sketching.",None,1
908,I described the benefits of regular exercise to someone seeking fitness motivation.,None,1
909,"I've had a recent knee dislocation, and I need rehabilitation.",symptom,0
910,"My son has been complaining of frequent chest pain, and I'm not sure if it's related to his breathing.",symptom,0
911,"My knees have been feeling unstable, and I've had several instances of instability.",symptom,0
912,Let me describe this psychological thriller; it will keep you guessing.,None,1
913,"I relish the opportunity to trek through the dense Amazon rainforest, where lush greenery and exotic wildlife create an enchanting wilderness.",None,1
914,"I have been experiencing a persistent cough for the past two weeks, which is often accompanied by phlegm and sometimes leads to difficulty breathing.",symptom,0
915,I've been experiencing eye discomfort and redness after swimming.,symptom,0
916,"I've been feeling more irritable than usual, and it's affecting my relationships.",symptom,0
917,What's the match halftime show?,None,1
918,"My skin feels tight and itchy after showering, and it's becoming uncomfortable.",symptom,0
919,"I've been dealing with skin changes, including darkening or thickening in certain areas.",symptom,0
920,"I've had a history of autoimmune diseases, and I'm concerned about their impact on my kidneys.",symptom,0
921,"I expounded on the history of classical music, showcasing renowned composers and their masterpieces.",None,1
922,"I've been experiencing swelling in my legs and ankles, along with frequent urination at night.",symptom,0
923,"I briefed my team on the new company policies, ensuring everyone understood the changes.",None,1
924,I joined a cooking class and learned to make authentic Italian pasta from scratch.,None,1
925,I shared a tip with my coworker on how to improve time management skills.,None,1
926,"I've had persistent heartburn, and it's worse after spicy meals.",symptom,0
927,What's the official match ball?,None,1
928,"I outlined the steps to create a stunning garden, from selecting plants to proper maintenance.",None,1
929,"I suggested a new art class to a creative friend, and they found a new passion for painting.",None,1
930,"Wandering through the historic streets of Kyoto, with its traditional wooden houses and tranquil temples, is a step back in time.",None,1
931,"I've had recurring episodes of dizziness and vertigo, and it's affecting my balance.",symptom,0
932,"I've been having trouble swallowing, and it feels like food gets stuck in my throat, making me concerned.",symptom,0
933,I prefer cars with a smooth and comfortable ride for long journeys.,None,1
934,"I advised my friend on planning an eco-friendly camping trip, suggesting leave-no-trace practices.",None,1
935,I called a local florist to order a bouquet for a friend's birthday.,None,1
936,"I've noticed a lump or enlargement in my neck, and it's causing discomfort.",symptom,0
937,"Watching the sun dip below the horizon in Santorini, painting the sky in hues of orange and pink.",None,1
938,"I'm experiencing a constant feeling of fullness, even when I eat small meals.",symptom,0
939,"My child has been experiencing persistent coughing and wheezing, and it's affecting his ability to play sports.",symptom,0
940,"I provided tips on effective classroom management to a new teacher, maintaining a positive learning environment.",None,1
941,I've been dealing with persistent joint pain that worsens in cold weather.,symptom,0
942,I savor the aroma of freshly brewed coffee in the morning.,None,1
943,"There's a persistent, stabbing pain in my stomach, and it often happens after meals.",symptom,0
944,I've noticed changes in my ability to detect odors and scents.,symptom,0
945,Strolling through a field of wildflowers makes my heart soar.,None,1
946,Savoring a cup of aromatic Turkish coffee in a historic café in Istanbul is a sensory journey through time.,None,1
947,"My fingers have been tingling, and I'm concerned about nerve issues.",symptom,0
948,I've been experiencing persistent ear drainage with blood.,symptom,0
949,"I'm experiencing pain in my wrists, and it's making it hard to grip things.",symptom,0
950,I've got a tooth infection.,symptom,0
951,I offered advice on organizing a cluttered desk to a colleague for better focus.,None,1
952,Car advertisements often highlight the speed and agility of vehicles.,None,1
953,I've had a persistent cough with yellow-green phlegm production.,symptom,0
954,I recently saw a mind-bending psychological drama that challenges your perception of reality.,None,1
955,I've been experiencing persistent coughing with a persistent metallic taste and chest tightness.,symptom,0
956,I've lost my appetite and have trouble finishing a meal.,symptom,0
957,"Last weekend, I watched a mesmerizing ballet performance. The dancers were so graceful and talented.",None,1
958,"I've noticed changes in my hair texture and growth patterns, and it's causing me concern.",symptom,0
959,"I explained the principles of effective email marketing to a small business owner, boosting customer engagement.",None,1
960,"I've been experiencing frequent, severe joint pain, and it's affecting my mobility.",symptom,0
961,"There are times when I have an urgent need to use the restroom, and it's distressing.",symptom,0
962,I enjoy discussing the latest car models and innovations with friends.,None,1
963,"Persistent pain in my ears, with a feeling of blockage, is affecting my hearing.",symptom,0
964,The soothing sound of rain tapping against the windowpane on a cozy evening is a comforting lullaby.,None,1
965,"I'm eager to explore the vibrant markets of Marrakech, where spices, textiles, and ceramics create a sensory mosaic.",None,1
966,"I'm experiencing more frequent hiccups, and it's unusual.",symptom,0
967,"I have a persistent pain in my abdomen, and it's on the right side.",symptom,0
968,"I outlined the steps to create a nutritious meal plan to a health-conscious individual, promoting balanced eating habits.",None,1
969,"I've had a history of asbestos exposure, and I'm concerned about lung disease.",symptom,0
970,I want to make them feel loved and appreciated.,None,1
971,I asked my colleague for their email address to send them important project files.,None,1
972,"I've noticed changes in my ability to communicate effectively with others, and it's affecting my relationships.",symptom,0
973,"I've had difficulty speaking clearly, and my words sometimes come out slurred.",symptom,0
974,"I've had a recent elbow fracture, and I'm looking for assistance with recovery.",symptom,0
975,"I outlined the key elements of effective graphic design to a budding artist, including typography and layout.",None,1
